names	x.pos	y.pos	peak.zt	trough.zt	CCA1	LHY	TOC1	PRR5	PRR7	PRR9	PHYA	PHYB	CRY2	FHY1	LUX	PIF3	PIF4	PIF5	ELF4	ELF3	indegree	outdegree	transitivity	closeness	betweeness	eccentricity
AT1G18880	-2379.35986328125	2040.87047618151	peak4	trough12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G18730	-3858.35620117188	1793.85790293932	peak16	trough8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G07700	-2602.3525390625	2010.23326915026	peak0	trough16	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT1G07890	-3276.87109375	3821.12462657213	peak12	trough0	0	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	7	0	0.904761904761905	0.00017307026652821	0	3
AT1G07610	-2552.80517578125	2399.95079844713	peak4	trough16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G18810	-2695.33642578125	1899.35875743151	peak0	trough12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G18800	-3253.67333984375	3991.53551524401	peak12	trough0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	4
AT1G18740	-2370.35522460938	2754.47838633776	peak4	trough12	0	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	7	0	0.904761904761905	0.00017307026652821	0	3
AT1G79630	-3202.85498046875	1510.56432383776	peak0	trough8	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	3	0	1	0.00017307026652821	0	3
AT1G79620	-3663.56103515625	3412.66198008776	peak12	trough0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT1G79610	-3624.13793945312	3576.62975352526	peak12	trough0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	3	0	0.666666666666667	0.00017307026652821	0	4
AT1G79700	-3280.02612304688	1766.41625254869	peak0	trough12	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	4	0	1	0.00017307026652821	0	3
AT1G18720	-3736.673828125	3733.66759532213	peak12	trough0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	3	0	1	0.00017307026652821	0	3
AT1G18850	-3015.09936523438	4078.73278086901	peak8	trough20	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	1	0.00017307026652821	0	3
AT1G53160	-3155.72021484375	1375.77037852526	peak20	trough12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G53070	-3747.15234375	3459.50719493151	peak12	trough4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G53100	-3553.22094726562	4384.04235118151	peak8	trough20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT1G53110	-3574.32934570312	4198.30992930651	peak8	trough0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT1G41830	-2718.39453125	3683.59264415026	peak4	trough16	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	3
AT1G79660	-3489.69140625	1888.45714610338	peak0	trough4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G79750	-3419.02661132812	1600.68492930651	peak0	trough12	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	3	0	1	0.00017307026652821	0	3
AT1G79600	-2582.46752929688	3395.78453868151	peak4	trough16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G79790	-2316.05908203125	3296.94762461901	peak8	trough16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G79770	-2577.23486328125	1870.57274668932	peak4	trough12	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT1G79810	-4635.18701171875	3254.10680430651	peak16	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G79720	-3435.92309570312	1201.01342051744	peak16	trough12	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	5	0	0.6	0.00017307026652821	0	3
AT1G35710	-3861.34448242188	3384.92784922838	peak12	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT1G44800	-2566.41162109375	1894.52697032213	peak4	trough12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT1G44900	-3167.86376953125	4059.58239024401	peak8	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G44835	-3148.19213867188	4001.10680430651	peak8	trough0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G44780	-3301.66259765625	4293.53405040026	peak8	trough0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT1G44760	-3572.43188476562	1474.86852305651	peak0	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT1G44750	-3537.84594726562	3878.50548594713	peak12	trough20	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	4	0	0.666666666666667	0.00017307026652821	0	3
AT1G44740	-2979.72265625	4967.04479258776	peak8	trough20	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT1G53090	-3270.162109375	1452.18334239244	peak0	trough8	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	5	0	1	0.00017307026652821	0	3
AT1G53170	-3213.9443359375	1394.03173106432	peak0	trough8	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0.00017307026652821	0	3
AT1G05790	-3455.2333984375	1645.27611582994	peak0	trough8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G48480	-3350.89624023438	1422.34349864244	peak0	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G48430	-3756.77294921875	2082.96373790026	peak0	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G35780	-3227.39013671875	4003.09996836901	peak8	trough0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G35720	-3755.9189453125	3755.66246836901	peak12	trough0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	4	0	1	0.00017307026652821	0	3
AT1G20230	-3868.70166015625	3750.85240977526	peak12	trough4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT1G26665	-3729.64770507812	2370.76744883776	peak20	trough4	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0.666666666666667	0.00017307026652821	0	3
AT1G26770	-4399.9189453125	2618.85753672838	peak12	trough8	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0.00017307026652821	0	3
AT1G26800	-2094.28271484375	3132.15587657213	peak8	trough16	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	5	0	1	0.00017307026652821	0	3
AT1G26790	-3025.49926757812	1950.91246836901	peak0	trough16	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	6	0	0.333333333333333	0.00017307026652821	0	3
AT1G26660	-3989.74682617188	3414.03014415026	peak12	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G05900	-2848.84350585938	1538.91918223619	peak20	trough12	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT1G05840	-3314.94775390625	1658.61888926744	peak0	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G05810	-3443.76904296875	1683.35009043932	peak0	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G05890	-3398.85034179688	1813.26805918932	peak0	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G20030	-3534.06396484375	4420.59996836901	peak8	trough20	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0.666666666666667	0.00017307026652821	0	3
AT1G20070	-2731.69995117188	3755.00231211901	peak4	trough16	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	5	0	0.8	0.00017307026652821	0	3
AT1G20110	-3646.0615234375	4034.00768321276	peak8	trough0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G20090	-3202.70068359375	1784.29344981432	peak0	trough12	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0.333333333333333	0.00017307026652821	0	3
AT1G20200	-3316.22509765625	3828.70055430651	peak12	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G20160	-2655.00219726562	3765.95153086901	peak4	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G19960	-3458.48974609375	3924.72545665026	peak12	trough0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	4	0	1	0.00017307026652821	0	3
AT1G20020	-3993.31909179688	3626.98107188463	peak12	trough4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0.666666666666667	0.00017307026652821	0	4
AT1G12780	-3659.228515625	1801.10155528307	peak16	trough4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G12810	-3562.95385742188	1780.43431895494	peak0	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G12845	-3445.80200195312	4133.19469493151	peak8	trough0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0.00017307026652821	0	3
AT1G12910	-3321.44482421875	1740.05638926744	peak0	trough12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G12900	-2492.81372070312	1685.07006114244	peak4	trough12	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT1G12860	-2293.150390625	2640.41954844713	peak4	trough12	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT1G12820	-2902.3427734375	1340.31871836901	peak0	trough8	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	4	0	0.666666666666667	0.00017307026652821	0	3
AT1G32920	-3792.26733398438	1753.97350352526	peak16	trough4	0	1	1	1	0	0	1	1	1	0	0	0	1	1	0	0	8	0	0.892857142857143	0.00017307026652821	0	3
AT1G32900	-2760.1982421875	1879.14391368151	peak0	trough16	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0.833333333333333	0.00017307026652821	0	3
AT1G32860	-3631.38037109375	4272.39928477526	peak8	trough0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT1G34550	-3393.52709960938	4018.77086680651	peak8	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G04760	-3493.57983398438	4462.46471446276	peak8	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT1G04770	-4280.5478515625	1439.11864512682	peak16	trough8	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	3	0	1	0.00017307026652821	0	3
AT1G04830	-3089.0107421875	1639.90111582994	peak0	trough8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G04840	-2657.02221679688	4108.30651133776	peak8	trough16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G04910	-3607.15576171875	4383.25280040026	peak8	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G04980	-3682.75415039062	3262.35192149401	peak12	trough0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	4
AT1G34420	-3762.59814453125	3243.54698985338	peak12	trough0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	5	0	1	0.00017307026652821	0	3
AT1G04850	-4312.025390625	2732.81627696276	peak16	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT1G19650	-2556.3828125	3060.10485118151	peak4	trough16	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	3	0	1	0.00017307026652821	0	3
AT1G19640	-2806.99243164062	1442.02880137682	peak4	trough8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	3
AT1G19730	-3225.09790039062	1700.05028575182	peak0	trough12	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT1G19770	-3179.66284179688	1760.66271250963	peak0	trough12	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	8	0	0.892857142857143	0.00017307026652821	0	3
AT1G19630	-3317.72192382812	3628.60094493151	peak12	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G19800	-3104.39282226562	3928.38170665026	peak4	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0.00017307026652821	0	3
AT1G04870	-2918.36376953125	3973.72252696276	peak4	trough20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G04950	-3259.0810546875	1709.19725840807	peak0	trough12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT1G04990	-4048.47045898438	3559.85973399401	peak12	trough4	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	5	0	1	0.00017307026652821	0	3
AT1G04900	-3718.14916992188	3804.75499766588	peak12	trough0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G75410	-2343.96240234375	2675.84215586901	peak4	trough16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G75370	-3151.44921875	4267.67418711901	peak8	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G62960	-3081.1318359375	1433.99877207994	peak0	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G63010	-3383.47485351562	4122.08678477526	peak8	trough0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	4
AT1G07570	-3123.1982421875	1595.58007090807	peak0	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G07590	-3545.49365234375	3842.42540782213	peak12	trough0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	5	0	0.8	0.00017307026652821	0	3
AT1G17460	-3800.82177734375	3876.02257579088	peak12	trough0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0.833333333333333	0.00017307026652821	0	3
AT1G17480	-3828.72680664062	3815.76354258776	peak12	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G07440	-4018.48559570312	3126.25353282213	peak12	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G07370	-3056.62182617188	4043.13756602526	peak4	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G07430	-3355.47973632812	3911.82701915026	peak12	trough0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	4	0	1	0.00017307026652821	0	3
AT1G07420	-3676.69921875	4088.08678477526	peak8	trough0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	5	0	0.9	0.00017307026652821	0	3
AT1G07280	-3619.28515625	3895.76696055651	peak12	trough0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	5	0	1	0.00017307026652821	0	3
AT1G07450	-2734.5732421875	1886.41661875963	peak0	trough12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G07520	-3586.63916015625	1665.20323985338	peak20	trough8	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	4	0	1	0.00017307026652821	0	3
AT1G01250	-2850.52612304688	3695.80504649401	peak12	trough16	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT1G01360	-3377.09716796875	1593.21520274401	peak0	trough8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT1G01300	-3801.15844726562	3630.17369883776	peak12	trough0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	4	0	1	0.00017307026652821	0	3
AT1G01430	-2969.7724609375	1702.06298106432	peak0	trough12	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	5	0	1	0.00017307026652821	0	3
AT1G01390	-3407.94384765625	1267.79674571276	peak0	trough8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G01310	-3836.0380859375	1656.72631114244	peak20	trough8	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	5	0	1	0.00017307026652821	0	3
AT1G17455	-4176.69921875	3517.03478282213	peak8	trough4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT1G17420	-3191.14306640625	3744.95690196276	peak12	trough0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	7	0	0.761904761904762	0.00017307026652821	0	3
AT1G17430	-3762.69506835938	3677.38439219713	peak12	trough0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT1G17360	-3020.63549804688	1208.86119883776	peak20	trough8	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	5	0	1	0.00017307026652821	0	3
AT1G17410	-3400.64135742188	1848.57689707994	peak0	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G01340	-4026.5751953125	2155.49132579088	peak16	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G01240	-2180.62060546875	2191.18883555651	peak8	trough12	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	4	0	1	0.00017307026652821	0	3
AT1G12200	-4132.7548828125	2157.24352305651	peak16	trough8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT1G26550	-3853.71997070312	3639.96910899401	peak12	trough0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G26570	-4037.84887695312	2769.47838633776	peak12	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G26560	-2698.48828125	1512.28954356432	peak4	trough8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G26460	-3345.85278320312	4155.21813243151	peak8	trough0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	1	0.00017307026652821	0	3
AT1G12210	-3592.8994140625	3548.29332774401	peak12	trough0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	3
AT1G12120	-3829.99560546875	1351.78038829088	peak20	trough12	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	4	0	1	0.00017307026652821	0	3
AT1G53450	-4158.48681640625	3387.64049571276	peak16	trough4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT1G53570	-3574.70629882812	1627.97924082994	peak0	trough4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT1G53580	-2950.01171875	4018.23326915026	peak4	trough20	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	5	0	0.9	0.00017307026652821	0	3
AT1G53645	-3479.79638671875	3915.51012461901	peak12	trough0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT1G53560	-2939.892578125	1787.01805918932	peak0	trough12	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	4	0	1	0.00017307026652821	0	3
AT1G53440	-4187.4443359375	3979.59215586901	peak8	trough0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	4	0	1	0.00017307026652821	0	3
AT1G12240	-2978.39331054688	1513.33251231432	peak0	trough8	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	5	0	0.9	0.00017307026652821	0	3
AT1G12250	-3450.51196289062	1712.63829844713	peak0	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G12220	-3728.966796875	2011.65392344713	peak16	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G05960	-3696.06811523438	2340.31774180651	peak20	trough4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G06050	-2478.50219726562	2429.35802500963	peak0	trough16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G06040	-2398.05639648438	3200.80504649401	peak4	trough16	0	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	6	0	0.666666666666667	0.00017307026652821	0	3
AT1G06130	-3144.9189453125	1429.94371836901	peak0	trough8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G06010	-3693.19067382812	2075.90905040026	peak0	trough4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT1G45145	-3633.3876953125	3679.35729258776	peak12	trough0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	3	0	1	0.00017307026652821	0	3
AT1G45180	-3454.66381835938	1569.15123790026	peak0	trough8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G45170	-3418.0087890625	1776.87157481432	peak0	trough12	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	3	0	1	0.00017307026652821	0	3
AT1G45160	-3869.85375976562	3967.32115977526	peak8	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G21590	-3242.56689453125	4006.80699961901	peak4	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G02640	-3315.79077148438	1732.83104747057	peak0	trough12	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	4	0	1	0.00017307026652821	0	3
AT1G02500	-3380.93627929688	1461.67809336901	peak20	trough8	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	4	0	0.833333333333333	0.00017307026652821	0	3
AT1G02560	-4202.18408203125	2664.54210704088	peak16	trough4	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	5	0	1	0.00017307026652821	0	3
AT1G02690	-3382.8291015625	4306.60094493151	peak8	trough0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT1G02450	-3560.58422851562	3793.32311290026	peak12	trough0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	5	0	1	0.00017307026652821	0	3
AT1G02460	-3060.46411132812	4113.31530040026	peak8	trough20	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	4	0	1	0.00017307026652821	0	3
AT1G21440	-3154.408203125	3920.22057383776	peak12	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G29250	-3222.27514648438	4034.65416758776	peak12	trough20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G29240	-3934.12915039062	3289.44518321276	peak12	trough4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT1G29270	-3663.11865234375	3723.48571055651	peak12	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G21380	-3376.97729492188	4007.37242930651	peak8	trough0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	6	0	0.933333333333333	0.00017307026652821	0	3
AT1G21500	-2443.63232421875	3141.89708750963	peak4	trough16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	1	0.00017307026652821	0	4
AT1G21880	-3824.05053710938	3855.21300547838	peak8	trough0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0.833333333333333	0.00017307026652821	0	3
AT1G21910	-3369.39672851562	1640.17369883776	peak0	trough12	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	4	0	1	0.00017307026652821	0	3
AT1G21920	-2783.86450195312	1738.47716563463	peak0	trough12	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	4
AT1G29150	-3254.38745117188	3814.21300547838	peak12	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G29050	-3591.22216796875	1668.99962657213	peak0	trough8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	3
AT1G43670	-3337.83251953125	3901.74840586901	peak12	trough0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0.833333333333333	0.00017307026652821	0	3
AT1G06700	-3436.857421875	1735.31151622057	peak0	trough4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT1G06770	-3220.4306640625	1526.49730723619	peak0	trough8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT1G06840	-3569.90991210938	1645.88854258776	peak0	trough8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0.00017307026652821	0	4
AT1G06890	-3829.7685546875	2357.12096446276	peak16	trough4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT1G06950	-3736.42944335938	3797.99767344713	peak12	trough0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
