names	x.pos	y.pos	peak.zt	trough.zt	CCA1	LHY	TOC1	PRR5	PRR7	PRR9	PHYA	PHYB	CRY2	FHY1	LUX	PIF3	PIF4	PIF5	ELF4	ELF3	indegree	outdegree	transitivity	closeness	betweeness	eccentricity
AT5G01800	-3506.53515625	1702.46898692369	peak0	trough4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT5G01750	-3576.17456054688	4206.62633555651	peak8	trough0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0.00017307026652821	0	3
AT5G01950	-3452.41796875	3992.69420665026	peak8	trough0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	6	0	0.866666666666667	0.00017307026652821	0	3
AT5G01920	-3384.24877929688	1655.51683848619	peak0	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G01880	-2463.45336914062	2929.23522227526	peak4	trough16	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0.00017307026652821	0	3
AT5G01850	-3818.57275390625	3152.54991954088	peak12	trough0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	7	0	0.857142857142857	0.00017307026652821	0	3
AT5G01820	-2616.126953125	2157.85607188463	peak0	trough16	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	4	0	1	0.00017307026652821	0	3
AT5G01810	-3032.994140625	1539.46801036119	peak0	trough8	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	5	0	0.9	0.00017307026652821	0	3
AT5G01540	-4138.984375	1418.11058848619	peak20	trough8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	3
AT5G02430	-3237.48168945312	4031.21129649401	peak4	trough0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT5G02410	-3334.53955078125	3768.61998790026	peak12	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G02250	-3520.98291015625	1672.55297129869	peak0	trough12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT5G02240	-4082.958984375	3143.85167735338	peak16	trough4	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	4	0	1	0.00017307026652821	0	3
AT5G02100	-4038.40673828125	2503.56041758776	peak16	trough4	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	4	0	1	0.00017307026652821	0	3
AT5G02120	-2930.1845703125	1610.67113536119	peak0	trough12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G02050	-3264.34008789062	3949.74645274401	peak12	trough20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G02230	-2141.23315429688	1650.75817149401	peak4	trough8	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0.00017307026652821	0	3
AT5G02190	-2956.5146484375	4138.06481211901	peak8	trough0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0.833333333333333	0.00017307026652821	0	3
AT5G02180	-2482.99340820312	3316.29528086901	peak4	trough16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT5G02150	-3591.44287109375	2081.74523204088	peak20	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G02270	-2462.82836914062	1258.12902110338	peak4	trough8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G02760	-2234.67138671875	2311.90807383776	peak4	trough12	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0.833333333333333	0.00017307026652821	0	3
AT5G02480	-4004.9521484375	1733.18126719713	peak16	trough8	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	4	0	1	0.00017307026652821	0	3
AT5G02600	-2789.95141601562	3815.54894297838	peak4	trough16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G02650	-4099.546875	4377.02428477526	peak8	trough0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G02620	-3425.6953125	4033.92614024401	peak8	trough0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT5G02500	-4258.34375	2747.99962657213	peak12	trough8	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	6	0	0.933333333333333	0.00017307026652821	0	3
AT5G02490	-3466.73168945312	3518.56188243151	peak12	trough0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	5	0	1	0.00017307026652821	0	3
AT5G02280	-2523.72485351562	2775.45397227526	peak4	trough16	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT5G02290	-3960.31323242188	3275.91124766588	peak12	trough4	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	6	0	0.933333333333333	0.00017307026652821	0	3
AT5G02860	-3824.09814453125	4153.54332774401	peak8	trough0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	4	0	0.666666666666667	0.00017307026652821	0	3
AT5G03150	-2998.4794921875	1567.05443614244	peak0	trough8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0.00017307026652821	0	4
AT5G03140	-2899.80883789062	1453.17980235338	peak0	trough8	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	5	0	1	0.00017307026652821	0	3
AT5G03130	-2767.61840820312	1706.76708262682	peak0	trough12	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	4	0	1	0.00017307026652821	0	3
AT5G02820	-2946.70263671875	4048.25377696276	peak8	trough20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT5G02870	-3273.45825195312	4017.74547618151	peak12	trough0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0.00017307026652821	0	3
AT5G02840	-3257.1396484375	1580.81200450182	peak0	trough8	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0.00017307026652821	0	3
AT5G02810	-2909.48893010133	2837.45947265625	peak8	trough20	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	4	34	0.142857142857143	0.415970622119816	4.69596811020463e-06	3
AT5G02890	-3514.98046875	4094.37389415026	peak8	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G02940	-3683.81640625	3843.42736094713	peak12	trough0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	3	0	1	0.00017307026652821	0	4
AT5G02920	-2951.91455078125	1599.28038829088	peak0	trough12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G03190	-3308.35131835938	3512.53624766588	peak12	trough0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	5	0	0.9	0.00017307026652821	0	3
AT5G03520	-2653.59057617188	1639.26146739244	peak0	trough12	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	5	0	1	0.00017307026652821	0	3
AT5G03490	-3186.494140625	1662.23241465807	peak0	trough8	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0.00017307026652821	0	3
AT5G03450	-3773.05419921875	1576.44774668932	peak16	trough8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G03380	-3155.08129882812	1467.23973887682	peak0	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G03350	-3248.18969726562	3875.11144297838	peak12	trough20	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0.00017307026652821	0	3
AT5G03230	-2546.1650390625	2422.79918711901	peak0	trough16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G03120	-3539.82177734375	1601.54332774401	peak0	trough12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G03160	-3324.92602539062	3527.12487071276	peak12	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G03555	-3224.77416992188	1522.44261973619	peak0	trough8	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0.00017307026652821	0	3
AT5G03345	-3427.14965820312	1908.87609141588	peak0	trough4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G03630	-3527.63232421875	3796.82262461901	peak12	trough0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	3	0	1	0.00017307026652821	0	3
AT5G03730	-3787.41064453125	1878.22570079088	peak16	trough4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G03720	-3923.673828125	3428.61144297838	peak12	trough0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	1	7	0	0.904761904761905	0.00017307026652821	0	3
AT5G03680	-3841.99389648438	1472.02562754869	peak20	trough8	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	5	0	0.9	0.00017307026652821	0	3
AT5G03650	-3086.79614257812	4125.69908946276	peak4	trough0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	4	0	1	0.00017307026652821	0	3
AT5G03340	-3172.05419921875	4025.75231211901	peak8	trough0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	3	0	1	0.00017307026652821	0	3
AT5G03300	-3472.21142578125	3656.09459727526	peak12	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G03560	-3264.80346679688	1646.21459239244	peak0	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G03760	-2496.587890625	2748.40538829088	peak4	trough16	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	4	0	1	0.00017307026652821	0	3
AT5G03910	-4060.896484375	3094.94738047838	peak16	trough4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT5G04060	-2258.48095703125	3487.46837657213	peak4	trough16	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	0.00017307026652821	0	4
AT5G04040	-2986.90283203125	1723.60851329088	peak0	trough12	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	6	0	0.8	0.00017307026652821	0	3
AT5G03870	-3413.470703125	4771.64977305651	peak8	trough20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G04740	-4014.96435546875	3604.84459727526	peak16	trough0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	4	0	0.833333333333333	0.00017307026652821	0	3
AT5G04770	-3707.33569335938	1968.14806407213	peak20	trough4	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	6	0	0.8	0.00017307026652821	0	3
AT5G04660	-2583.73779296875	3381.45153086901	peak4	trough16	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0.00017307026652821	0	3
AT5G04760	-3510.28540039062	1626.05297129869	peak0	trough8	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	4	0	1	0.00017307026652821	0	3
AT5G04810	-3509.48168945312	1751.77294200182	peak20	trough4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	3
AT5G04710	-4010.37719726562	2627.89635508776	peak16	trough4	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	4	0	0.833333333333333	0.00017307026652821	0	3
AT5G04670	-3091.61328125	4001.52916758776	peak8	trough0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	4
AT5G04410	-3375.56591796875	3675.25084727526	peak12	trough0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	4	0	1	0.00017307026652821	0	3
AT5G04590	-2611.42578125	1734.95702403307	peak4	trough16	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	6	0	1	0.00017307026652821	0	3
AT5G04490	-2571.62866210938	1849.75121348619	peak4	trough12	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	4	0	1	0.00017307026652821	0	3
AT5G04540	-3251.4013671875	1604.53795665026	peak0	trough12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G04720	-3895.26025390625	2123.36217540026	peak16	trough4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0.00017307026652821	0	3
AT5G05250	-4032.71044921875	2243.85338633776	peak16	trough4	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	4	0	1	0.00017307026652821	0	3
AT5G04930	-3692.55786132812	3352.73766368151	peak12	trough4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0.00017307026652821	0	4
AT5G04940	-3307.46264648438	4118.07799571276	peak4	trough0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	4
AT5G05090	-3207.00805664062	4134.90465586901	peak8	trough0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G05140	-3292.00952148438	1684.34447520494	peak0	trough8	1	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	7	0	0.761904761904762	0.00017307026652821	0	3
AT5G04980	-2332.01416015625	2381.78160899401	peak4	trough16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G05560	-3888.75048828125	3574.94176524401	peak12	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G05410	-3664.8212890625	4323.08922618151	peak8	trough0	1	1	0	1	0	0	0	1	1	0	0	0	1	1	0	0	7	0	0.857142857142857	0.00017307026652821	0	3
AT5G05440	-3424.51147460938	1726.16039317369	peak0	trough8	0	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	9	0	0.805555555555556	0.00017307026652821	0	3
AT5G05460	-3657.45947265625	3658.90099375963	peak12	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT5G05450	-2914.71362304688	1982.67882579088	peak0	trough12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT5G05930	-3347.07299804688	1751.39843028307	peak0	trough12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G06000	-3005.14013671875	4057.81090586901	peak8	trough20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G05860	-3300.46997070312	1634.48534434557	peak0	trough12	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0.00017307026652821	0	3
AT5G05690	-3079.95703125	1362.02867930651	peak0	trough12	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	3	0	1	0.00017307026652821	0	3
AT5G05890	-3339.20190429688	4108.24791758776	peak8	trough20	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT5G05840	-3060.72387695312	4189.44274180651	peak8	trough0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	4	0	1	0.00017307026652821	0	3
AT5G05800	-3178.59155273438	1656.67748301744	peak0	trough12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT5G06370	-3591.740234375	1826.20800059557	peak0	trough4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT5G06460	-3171.99584960938	4133.18151133776	peak4	trough0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT5G06110	-2912.07446289062	3950.93492930651	peak4	trough20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT5G06340	-3153.3125	1743.96129649401	peak0	trough12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G06265	-4058.0244140625	2050.11534922838	peak16	trough8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G06360	-3148.49658203125	4047.06041758776	peak8	trough20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G06810	-3568.5927734375	3936.93883555651	peak12	trough0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G06800	-3059.81005859375	1593.31505625963	peak0	trough12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0.00017307026652821	0	4
AT5G06790	-3801.45629882812	1443.92174571276	peak20	trough8	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	3	0	0.666666666666667	0.00017307026652821	0	4
AT5G06710	-2374.11254882812	2231.89415782213	peak4	trough12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G06560	-3508.12817382812	1794.29052012682	peak0	trough4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0.00017307026652821	0	4
AT5G06530	-3337.18627929688	1473.55724375963	peak0	trough8	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0.00017307026652821	0	3
AT5G06570	-4330.18212890625	2017.79210704088	peak20	trough8	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	4	0	1	0.00017307026652821	0	3
AT5G06550	-3115.13134765625	4202.48180430651	peak8	trough20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G06540	-3502.52221679688	3915.86119883776	peak12	trough20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G06260	-3561.62133789062	4113.05406993151	peak8	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G07090	-3172.294921875	3989.48326915026	peak12	trough20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G06980	-2588.0908203125	2363.97643321276	peak0	trough16	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	11	0	0.636363636363636	0.00017307026652821	0	3
AT5G07000	-2501.69995117188	2129.57018321276	peak0	trough12	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	4
AT5G06690	-4143.43359375	3526.32653086901	peak8	trough4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.00017307026652821	0	4
AT5G06720	-3039.95458984375	1601.36437266588	peak0	trough12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G06780	-3609.9453125	2016.64073985338	peak0	trough4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	4
AT5G07180	-2605.48120117188	3340.32848399401	peak4	trough16	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	4
AT5G07360	-3953.2685546875	2594.12633555651	peak12	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G07340	-3357.3330078125	3973.59117930651	peak12	trough0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0.666666666666667	0.00017307026652821	0	4
AT5G07220	-3049.54150390625	1454.30712168932	peak0	trough8	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0.00017307026652821	0	3
AT5G07270	-2677.58081054688	2119.48082774401	peak0	trough16	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0.00017307026652821	0	4
AT5G07370	-3880.14379882812	2212.28746836901	peak16	trough4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G07820	-2538.97241210938	3252.41246836901	peak4	trough16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0.00017307026652821	0	4
AT5G07730	-3857.26611328125	4097.62975352526	peak8	trough20	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	3	0	1	0.00017307026652821	0	3
AT5G07690	-2776.02661132812	3747.51134532213	peak4	trough16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G07500	-2415.86791992188	771.143181259632	peak20	trough12	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0.666666666666667	0.00017307026652821	0	3
AT5G07580	-3732.07373046875	2066.31383555651	peak16	trough4	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	6	0	1	0.00017307026652821	0	3
AT5G07300	-2554.00659179688	2265.50182383776	peak0	trough16	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	5	0	0.7	0.00017307026652821	0	3
AT5G07910	-3754.05029296875	3317.57262461901	peak12	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G08130	-3040.82080078125	4079.76842540026	peak4	trough0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	6	0	0.933333333333333	0.00017307026652821	0	3
AT5G08070	-3046.04345703125	1419.56432383776	peak0	trough8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT5G08000	-4113.31787109375	3171.08434336901	peak12	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G08050	-2620.93725585938	2806.31993907213	peak4	trough16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G08030	-2479.46264648438	3181.54869883776	peak4	trough16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G08020	-3236.31665039062	4079.73229258776	peak4	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G07860	-4120.88134765625	2836.89708750963	peak12	trough4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G08120	-3946.00854492188	3675.40831797838	peak12	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G08180	-3150.85327148438	4027.97448008776	peak4	trough0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G08270	-3149.84155273438	4342.42418711901	peak4	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT5G08580	-3594.6669921875	4126.09606211901	peak8	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G08620	-2457.95556640625	3336.12999766588	peak4	trough16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G08565	-3799.28466796875	3340.71715586901	peak12	trough20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G08640	-4319.50146484375	1757.14769786119	peak12	trough8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT5G08650	-2513.04956054688	2534.86608165026	peak4	trough12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT5G08570	-3199.0576171875	4085.95494883776	peak4	trough0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	1	0.00017307026652821	0	4
AT5G08510	-3716.85595703125	3792.15221446276	peak12	trough0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	3
AT5G08260	-4054.55493164062	3201.20006602526	peak12	trough4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0.00017307026652821	0	4
AT5G09620	-3398.58227539062	3613.89244883776	peak12	trough0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	4	0	1	0.00017307026652821	0	3
AT5G09960	-3924.66748046875	2264.28234141588	peak16	trough4	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	4	0	0.833333333333333	0.00017307026652821	0	3
AT5G09840	-3069.5859375	4180.78551524401	peak8	trough20	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0.666666666666667	0.00017307026652821	0	4
AT5G09820	-3959.94116210938	2436.59410899401	peak16	trough4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G09590	-3162.05004882812	3819.24279063463	peak12	trough20	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	1	0.00017307026652821	0	4
AT5G09660	-3767.4541015625	1240.99291270494	peak20	trough8	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	4
AT5G09800	-4057.60571289062	2158.59459727526	peak16	trough4	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0.00017307026652821	0	3
AT5G09760	-2684.14379882812	1149.85887950182	peak0	trough8	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	5	0	0.8	0.00017307026652821	0	3
AT5G09990	-2514.9423828125	2860.20153086901	peak4	trough16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G10320	-3251.830078125	1324.22582286119	peak20	trough12	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	3	0	1	0.00017307026652821	0	3
AT5G10290	-4045.630859375	1985.14684336901	peak16	trough8	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0.666666666666667	0.00017307026652821	0	3
AT5G10250	-3013.59814453125	1889.24987071276	peak0	trough12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G10190	-3868.46411132812	2140.87609141588	peak20	trough4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT5G10170	-3730.3505859375	1814.44408457994	peak20	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT5G10030	-3399.97265625	1469.22863047838	peak20	trough12	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0	1	0.00017307026652821	0	3
AT5G10010	-3290.81518554688	4066.15367930651	peak8	trough0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	3	0	0.666666666666667	0.00017307026652821	0	4
