names	x.pos	y.pos	cluster.classification
AT1G31580	-3695.228759765625	3443.3716968846315	peak12
AT1G31550	-3560.030029296875	3717.5030445408815	peak12
AT1G31410	-3933.2548828125	2301.4168629002565	peak16
AT1G31420	-3325.450927734375	1497.6983570408815	peak0
AT1G32540	-2314.0673828125	2012.8370289158815	peak4
AT1G75180	-2891.7392578125	1703.694328720569	peak0
AT1G75280	-2551.145751953125	3368.1207203221315	peak4
AT1G75240	-3221.783935546875	1691.735588486194	peak0
AT1G75170	-3243.3642578125	1396.3602222752565	peak0
AT3G11110	-2473.400634765625	2346.9871754002565	peak4
AT3G10960	-3598.184326171875	1652.2767261815065	peak0
AT3G10930	-3404.3056640625	1524.085197861194	peak0
AT3G10940	-3466.709716796875	3878.1954273533815	peak12
AT3G10920	-3783.21044921875	3650.4598316502565	peak12
AT3G10985	-3744.91650390625	1688.213615829944	peak16
AT3G11020	-3808.7734375	4141.382194931506	peak8
AT1G33420	-3319.6826171875	3667.0838550877565	peak12
AT3G06160	-3899.947265625	3454.1612476658815	peak12
AT3G11100	-3432.95361328125	1707.962395126819	peak0
AT3G06140	-3584.566650390625	1832.901359970569	peak20
AT1G66540	-2633.0166015625	3315.9368824315065	peak4
AT1G66580	-2912.142578125	4179.433464462756	peak4
AT1G66680	-3240.380615234375	1556.122307236194	peak0
AT1G66840	-3581.511962890625	1264.2147144627565	peak20
AT1G66830	-3106.53125	4083.9964527440065	peak8
AT1G66880	-3379.8251953125	3575.2625660252565	peak12
AT1G66520	-3540.9560546875	3971.5770191502565	peak12
AT1G72020	-3475.5888671875	3676.0418629002565	peak12
AT1G72040	-3106.9677734375	4035.2259449315065	peak4
AT1G72030	-3285.4892578125	1082.5386890721315	peak20
AT1G76890	-3553.353515625	1527.1465992283815	peak20
AT3G02360	-4395.509765625	3349.5862964940065	peak12
AT1G66760	-2907.1064453125	1849.736320908069	peak0
AT1G54920	-3522.603515625	1792.035149033069	peak0
AT1G54990	-3678.09912109375	3604.9039234471315	peak12
AT1G30380	-2481.607421875	2251.2462086033815	peak0
AT1G69526	-3475.88671875	3619.0760425877565	peak12
AT1G69490	-2626.20361328125	1990.3885425877565	peak0
AT1G69530	-3079.27783203125	1612.976555283069	peak0
AT1G69440	-3269.451904296875	3751.9705738377565	peak12
AT3G12203	-3704.96533203125	3722.4244312596315	peak12
AT3G12270	-3059.87109375	4081.5560230565065	peak8
AT3G12560	-4057.201171875	2156.0555347752565	peak16
AT3G12620	-3998.295654296875	2106.3355640721315	peak16
AT3G12120	-3325.750244140625	1924.84521484375	peak0
AT3G12110	-2526.026611328125	1640.957024033069	peak4
AT3G12080	-4154.1923828125	2645.2930836033815	peak16
AT3G12090	-3049.942626953125	1232.9825367283815	peak0
AT3G12300	-3047.97802734375	1555.2645191502565	peak0
AT3G12320	-2557.255859375	2156.7510914158815	peak0
AT3G12290	-3417.709228515625	3900.4637379002565	peak12
AT3G12150	-3015.562255859375	1640.061760361194	peak0
AT3G11230	-3848.16748046875	2415.5709156346315	peak16
AT3G11280	-3386.03759765625	1564.007805283069	peak0
AT3G11250	-2978.576416015625	4011.4979175877565	peak8
AT3G11330	-3828.397705078125	1401.148918564319	peak16
AT3G12580	-3032.204833984375	3629.6238941502565	peak12
AT3G12600	-2281.88525390625	1799.496086533069	peak4
AT3G12350	-3310.848876953125	1268.9573902440065	peak0
AT3G12490	-3941.783447265625	3725.4717945408815	peak12
AT3G12360	-3326.9833984375	1713.0079273533815	peak0
AT3G12570	-3655.5615234375	1818.838615829944	peak20
AT3G12630	-3685.178466796875	1814.867668564319	peak0
AT3G12340	-3197.005615234375	3909.8738941502565	peak12
AT1G58200	-3685.562255859375	4223.626335556506	peak8
AT1G56190	-4163.7080078125	2486.7342457127565	peak16
AT1G56220	-3723.632080078125	2370.0164722752565	peak20
AT1G56330	-3335.1337890625	3761.9027027440065	peak12
AT1G56200	-3565.327880859375	1725.6890796971315	peak0
AT1G56210	-3769.6494140625	1804.554680283069	peak20
AT1G56300	-3623.9287109375	4074.5316089940065	peak8
AT1G56260	-2734.874267578125	1870.016350204944	peak0
AT1G56340	-3452.251953125	3813.4442066502565	peak12
AT1G30200	-3179.510986328125	1774.685295517444	peak0
AT1G30110	-3472.490234375	1635.351067001819	peak0
AT1G30130	-3624.5400390625	1749.3419117283815	peak0
AT1G51680	-3201.072509765625	897.604240829944	peak4
AT1G51700	-2047.380859375	3522.4429859471315	peak4
AT1G51660	-3670.6276045429413	3256.361708401005	peak12
AT1G51620	-4038.283447265625	2612.9195484471315	peak16
AT1G51670	-2344.341796875	2447.9793629002565	peak4
AT3G08510	-3376.610595703125	4205.299187119006	peak8
AT1G55130	-3875.372802734375	4235.925651962756	peak8
AT1G55120	-3920.951416015625	2303.7156910252565	peak16
AT1G55110	-4035.97705078125	2857.7742847752565	peak12
AT1G48630	-2812.6923828125	3926.0687183690065	peak4
AT1G13570	-3323.91552734375	1790.722893173694	peak0
AT1G13600	-3068.15185546875	1765.069817001819	peak0
AT1G18170	-3976.4951171875	2655.7842945408815	peak12
AT1G18210	-4030.154296875	2272.0723804783815	peak16
AT1G18190	-2885.489990234375	4137.998405869006	peak4
AT1G16880	-4177.1103515625	2160.5494312596315	peak16
AT1G16850	-3784.97705078125	3885.1151050877565	peak8
AT1G16920	-3556.728759765625	1779.419182236194	peak0
AT1G16830	-3537.9541015625	3995.5486988377565	peak8
AT1G16870	-3446.155029296875	4001.9041675877565	peak8
AT1G13750	-3602.000244140625	3818.3365406346315	peak12
AT1G13700	-3053.2080078125	1883.1768726658815	peak0
AT1G13650	-2549.1767578125	2879.4947437596315	peak4
AT1G20823	-2247.15625	3314.8167652440065	peak4
AT1G20696	-3933.977783203125	3793.9195484471315	peak8
AT1G20693	-3917.514404296875	3857.0909351658815	peak8
AT1G18150	-3187.112060546875	4123.339714462756	peak8
AT1G13640	-3679.125244140625	1844.239494736194	peak0
AT1G07170	-3425.29833984375	1807.225334579944	peak0
AT1G07020	-3725.12451171875	3572.9859546971315	peak12
AT1G07040	-3694.890869140625	4036.8270191502565	peak8
AT1G07050	-3882.369140625	3782.7647632908815	peak8
AT1G07240	-3667.487548828125	2005.0801929783815	peak16
AT1G07180	-2556.147216796875	2128.8045582127565	peak4
AT1G06960	-3527.128662109375	1787.347160751819	peak0
AT1G07000	-4012.447998046875	2578.3751148533815	peak16
AT1G07010	-3079.980224609375	1380.6243824315065	peak0
AT1G07110	-3722.173828125	1639.2720875096315	peak20
AT1G07140	-3927.974365234375	3396.3973316502565	peak12
AT1G34130	-3446.269775390625	3939.6429371190065	peak12
AT1G34160	-3776.170654296875	3900.7361988377565	peak8
AT1G58360	-2839.505126953125	3814.4864429783815	peak4
AT1G58270	-2842.64794921875	4363.891960556506	peak8
AT1G58290	-2603.63330078125	2178.0457691502565	peak0
AT1G19270	-3768.57861328125	4049.0755543065065	peak8
AT1G29880	-2993.894287109375	3828.0130543065065	peak4
AT1G34000	-2886.59228515625	1614.916008408069	peak0
AT1G33970	-3298.81591796875	4123.004753525256	peak8
AT1G33980	-3058.049072265625	1840.935051376819	peak0
AT3G32400	-2322.875	3229.4476246190065	peak4
AT1G22280	-3946.34765625	2776.3209156346315	peak16
AT1G22300	-3562.7294921875	3944.6634449315065	peak8
AT1G22330	-3071.18896484375	1833.019035751819	peak0
AT1G21980	-3374.087890625	1530.813957626819	peak0
AT1G22030	-2397.516357421875	3592.4901050877565	peak8
AT1G22070	-3473.519775390625	3968.4027027440065	peak12
AT1G22370	-3751.4072265625	3997.4578785252565	peak8
AT1G20380	-3469.603759765625	4055.7723316502565	peak8
AT1G12730	-3813.531005859375	4189.278191025256	peak8
AT1G12710	-4335.10400390625	4048.9212574315065	peak8
AT1G12640	-3281.152099609375	1675.434074814319	peak0
AT1G22190	-3349.494140625	1670.841057236194	peak0
AT1G22170	-3485.888916015625	3704.6898121190065	peak12
AT1G22180	-4092.15576171875	2848.4669117283815	peak16
AT1G66980	-3572.927490234375	4106.228386337756	peak8
AT1G17810	-2559.2177734375	1853.054924423694	peak4
AT1G17890	-3537.98291015625	3789.3177418065065	peak12
AT1G17970	-2864.958740234375	4107.345573837756	peak8
AT1G17870	-2488.02783203125	3234.4898609471315	peak4
AT1G20330	-2535.471435546875	2341.5501636815065	peak0
AT1G67060	-3291.822021484375	1699.398186142444	peak0
AT2G40550	-3073.0576171875	3994.2405933690065	peak4
AT2G30320	-3302.464599609375	4162.848015244006	peak12
AT5G34940	-4128.2216796875	1886.3716968846315	peak20
AT1G66940	-3532.61669921875	1633.9529957127565	peak20
AT1G67050	-2310.08056640625	1860.099602158069	peak0
AT1G66970	-3963.9853515625	2939.0401539158815	peak12
AT1G67040	-3147.4619140625	1367.2037281346315	peak0
AT2G33450	-3915.203369140625	3703.4288257908815	peak12
AT2G33530	-3792.597900390625	1397.459465439319	peak20
AT2G33500	-3633.10107421875	3958.8465504002565	peak8
AT2G33340	-3450.072021484375	1666.4041675877565	peak0
AT2G40490	-2714.382568359375	3842.5003589940065	peak8
AT2G40475	-3011.0380859375	3896.8201832127565	peak4
AT2G40530	-3645.633544921875	1815.831047470569	peak0
AT2G40610	-2465.71728515625	2050.3983082127565	peak0
AT2G33330	-3542.80517578125	1432.386711533069	peak16
AT4G10270	-3833.985595703125	2001.9947437596315	peak16
AT4G10180	-2635.896240234375	4199.316765244006	peak4
AT2G33480	-3894.567626953125	1857.512932236194	peak16
AT2G33250	-3385.581787109375	1636.944572861194	peak0
AT2G33310	-3303.547607421875	1516.034660751819	peak0
AT2G33590	-2538.841552734375	2525.8389820408815	peak4
AT1G19860	-3045.002197265625	3790.3292164158815	peak12
AT1G18620	-2721.5771484375	1552.8885425877565	peak0
AT1G18590	-3041.2841796875	3908.7308277440065	peak4
AT1G18610	-3380.020751953125	1475.045891220569	peak0
AT1G16750	-4266.291015625	2718.0965504002565	peak12
AT1G16720	-3048.27734375	1612.809074814319	peak0
AT1G16730	-2758.58056640625	1841.219963486194	peak0
AT1G16780	-3519.3564453125	4028.2401050877565	peak8
AT1G19940	-2638.17919921875	3511.0657886815065	peak4
AT1G31970	-2869.647705078125	4010.1819996190065	peak4
AT1G25560	-3578.057373046875	1795.165031845569	peak0
AT1G25390	-3919.0068359375	3173.5477222752565	peak12
AT1G25580	-3864.62353515625	3569.3375171971315	peak12
AT1G25420	-3180.22314453125	1494.705070908069	peak0
AT1G25380	-3926.008544921875	1963.7764820408815	peak16
AT1G25520	-2591.235107421875	1852.059807236194	peak0
AT1G25550	-3498.375732421875	1762.1121754002565	peak0
AT1G25530	-3835.26220703125	3290.3299488377565	peak12
AT3G29575	-2985.933837890625	3719.3067554783815	peak12
AT1G31940	-3672.31494140625	3344.1822437596315	peak12
AT1G32060	-3992.766845703125	1545.3426441502565	peak20
AT1G32080	-4078.79736328125	1599.805168564319	peak20
AT4G00330	-3719.1455078125	1787.407219345569	peak16
AT4G00180	-3841.30126953125	1835.013420517444	peak16
AT4G00040	-3803.821533203125	1715.6082691502565	peak16
AT4G00230	-2785.580810546875	1772.303215439319	peak0
AT4G00150	-3738.7548828125	1646.4119800877565	peak0
AT4G00050	-3286.451904296875	1536.097160751819	peak0
AT4G00630	-3357.82177734375	3950.0535816502565	peak12
AT4G00570	-3789.879638671875	3215.5255054783815	peak16
AT4G00560	-3278.357666015625	1770.923088486194	peak0
AT4G00490	-4589.6103515625	2538.8875660252565	peak12
AT4G00960	-3129.5751953125	1839.856926376819	peak0
AT4G00950	-3460.024658203125	1725.851555283069	peak0
AT4G00880	-3861.136962890625	3678.4390796971315	peak12
AT4G00750	-2916.56689453125	1704.064201767444	peak0
AT4G00730	-3669.71728515625	1697.581291611194	peak0
AT4G00720	-3344.5029296875	1746.428947861194	peak0
AT4G00710	-3368.322021484375	1460.748039658069	peak0
AT4G00955	-3218.07421875	1816.303703720569	peak0
AT4G01330	-3018.843017578125	1822.044426376819	peak0
AT4G01280	-3014.474365234375	1477.9088062596315	peak0
AT4G01130	-3922.19970703125	3866.2261890721315	peak8
AT4G01080	-3180.23193359375	3646.8348316502565	peak12
AT4G01026	-2357.075927734375	2894.3030933690065	peak8
AT4G00830	-3162.9931640625	1660.1241382908815	peak0
AT4G01720	-3545.393798828125	1634.3492359471315	peak0
AT4G01700	-3753.475341796875	3348.7554859471315	peak12
AT4G01610	-3783.1181640625	3598.3414234471315	peak12
AT4G01550	-3392.216552734375	4105.783562119006	peak8
AT4G01470	-2602.76513671875	3490.1688160252565	peak4
AT4G01450	-2991.006591796875	1456.487053329944	peak0
AT4G01050	-2649.221923828125	2080.6304859471315	peak4
AT4G01250	-3625.3779296875	1431.610344345569	peak0
AT4G01760	-3333.4052734375	1232.093986923694	peak20
AT4G01990	-3026.619384765625	3965.8924488377565	peak4
AT4G01940	-4073.62939453125	2943.9595875096315	peak12
AT4G01810	-3247.97021484375	3686.8958668065065	peak12
AT4G01960	-3677.863525390625	1847.489738876819	peak0
AT4G01850	-3084.49072265625	1472.6290211033815	peak0
AT4G01840	-2854.300048828125	1789.613274033069	peak0
AT4G01950	-3054.40966796875	1760.245842392444	peak0
AT4G01860	-3651.783203125	1841.300529892444	peak0
AT4G01800	-3125.05517578125	1558.2586597752565	peak20
AT4G01690	-2779.1884765625	4082.2318043065065	peak8
AT4G02360	-3692.256103515625	3879.8638843846315	peak8
AT4G02340	-3463.07861328125	4027.3011402440065	peak8
AT4G02280	-2736.630615234375	3652.4603199315065	peak4
AT4G02060	-3065.67529296875	4026.3270191502565	peak4
AT4G02150	-3509.6611328125	4057.8172535252565	peak8
AT4G02130	-4108.2568359375	2663.4420093846315	peak16
AT4G02420	-3602.051025390625	1009.060295517444	peak0
AT4G02410	-3041.42236328125	3961.0184254002565	peak4
AT4G02400	-3127.893310546875	4206.463249619006	peak4
AT4G02590	-3778.691162109375	1865.414299423694	peak20
AT4G02640	-4006.1611328125	1880.7178882908815	peak20
AT4G02550	-3868.4267578125	3901.6199879002565	peak8
AT4G02540	-3605.879638671875	1944.5777515721315	peak16
AT4G02380	-3495.826904296875	1688.642082626819	peak0
AT4G02440	-3351.115478515625	1768.996086533069	peak0
AT4G02370	-3892.160888671875	3894.2332691502565	peak8
AT4G02430	-3167.7587890625	1752.102531845569	peak0
AT4G03030	-3464.661865234375	1811.871574814319	peak0
AT4G03010	-4304.78955078125	3041.6148609471315	peak12
AT4G02940	-3651.0537109375	1351.062492783069	peak0
AT4G02800	-3622.4931640625	4283.392448837756	peak8
AT4G02770	-2607.3798828125	3576.8582691502565	peak8
AT4G02920	-2690.2412109375	2025.5745777440065	peak0
AT4G02930	-3454.705810546875	3876.0294117283815	peak12
AT4G02850	-2473.518310546875	3352.3106617283815	peak4
AT4G03080	-3714.1669921875	3694.2672046971315	peak12
AT4G03070	-3017.6904296875	4047.4339527440065	peak4
AT4G03210	-4055.5400390625	3918.1824879002565	peak8
AT4G03120	-3722.552734375	1944.5137867283815	peak20
AT4G03410	-3143.032958984375	4177.805046494006	peak8
AT4G03260	-3217.8134765625	1124.097649033069	peak20
AT4G03200	-3236.61669921875	3940.3885425877565	peak12
AT4G03190	-2824.34033203125	2000.5423511815065	peak0
AT4G03140	-3134.188232421875	1658.0755543065065	peak0
AT4G03110	-3156.241943359375	1558.4005054783815	peak0
AT4G03100	-2996.62646484375	4147.404167587756	peak8
AT4G03400	-2118.9951171875	2514.1048511815065	peak4
AT4G03600	-2329.586669921875	3623.8548511815065	peak4
AT4G03610	-2857.00244140625	4257.721550400256	peak8
AT4G03510	-3483.426025390625	4416.069206650256	peak8
AT4G03520	-4098.52734375	2993.5286793065065	peak16
AT4G04040	-3947.86279296875	2158.3629078221315	peak20
AT4G03940	-2386.8720703125	3075.1907886815065	peak4
AT4G03820	-3807.226318359375	3809.9800953221315	peak12
AT4G04340	-3052.953125	4408.130730087756	peak8
AT4G04330	-4138.37548828125	3770.7491382908815	peak8
AT4G04210	-2759.848388671875	3722.9144214940065	peak4
AT4G04190	-3671.42822265625	3964.1756519627565	peak8
AT4G04180	-3503.67626953125	4371.920280869006	peak8
AT4G04955	-3412.910888671875	1485.993156845569	peak0
AT4G04910	-3942.284912109375	3577.9175953221315	peak12
AT4G04850	-2639.723876953125	1975.0428394627565	peak0
AT4G04870	-4327.376953125	2902.4507984471315	peak12
AT4G04840	-2849.209716796875	3878.1256031346315	peak4
AT4G04790	-3233.88916015625	4148.383659775256	peak8
AT4G04750	-3632.508056640625	3603.3694996190065	peak12
AT4G04630	-3329.111328125	1714.172356064319	peak0
AT4G04610	-3017.9072265625	3791.9310230565065	peak4
AT4G04940	-3092.873291015625	4152.148308212756	peak8
AT4G05260	-2921.484375	4106.923698837756	peak8
AT4G05200	-2803.683837890625	4064.0145191502565	peak8
AT4G05160	-3639.90185546875	3834.3865894627565	peak12
AT4G05020	-2477.055419921875	2951.3419117283815	peak4
AT4G05060	-3345.423583984375	1958.6114429783815	peak0
AT4G05070	-3033.99169921875	2012.6800464940065	peak0
AT4G05090	-3247.72607421875	1528.3074879002565	peak0
AT4G05180	-2441.96630859375	3505.3289722752565	peak8
AT4G05520	-3507.463134765625	4205.015007431506	peak8
AT4G05330	-3647.466796875	2333.1358570408815	peak20
AT4G05410	-3047.13134765625	4102.050163681506	peak8
AT4G08160	-2380.612060546875	2460.8682789158815	peak4
AT4G08470	-3892.0166015625	3627.6468433690065	peak12
AT4G08430	-3928.774169921875	3002.8609546971315	peak12
AT4G08390	-3392.253662109375	3803.4954761815065	peak12
AT4G08240	-2771.667724609375	3755.3340992283815	peak4
AT4G08300	-2315.477294921875	1883.4727711033815	peak4
AT4G08850	-4017.599365234375	2976.8719410252565	peak12
AT4G08590	-2556.5869140625	3930.2342457127565	peak4
AT4G09320	-3629.122314453125	3770.7940601658815	peak12
AT4G09010	-2509.02880859375	3724.4046558690065	peak8
AT4G09020	-3767.04541015625	3877.1583179783815	peak8
AT4G08920	-2800.0146484375	1771.062004501819	peak0
AT4G08980	-3703.30029296875	1773.848381454944	peak0
AT4G08950	-3525.107177734375	1602.087639267444	peak0
AT4G08930	-3191.3798828125	1590.952629501819	peak0
AT4G09420	-3418.423583984375	1366.2115406346315	peak20
AT4G09810	-4621.0341796875	4235.209343369006	peak8
AT4G09650	-2626.2568359375	3431.1309742283815	peak4
AT4G09640	-3742.22705078125	2058.4102711033815	peak20
AT4G09620	-4031.78271484375	1736.529533798694	peak20
AT4G09570	-3696.37158203125	3808.7247242283815	peak12
AT4G09510	-3181.328857421875	4159.118034775256	peak4
AT4G09460	-3557.83447265625	1774.152092392444	peak20
AT4G09500	-3174.42724609375	3940.3631519627565	peak12
AT4G09890	-3127.86328125	1466.617424423694	peak0
AT4G10090	-2621.186767578125	4136.522331650256	peak4
AT4G10100	-3611.17724609375	1705.348381454944	peak0
AT4G10120	-3904.14208984375	1430.455070908069	peak20
AT4G10030	-3101.47802734375	1523.725578720569	peak0
AT4G10040	-2644.860595703125	1932.7147144627565	peak0
AT4G10060	-2608.71923828125	1015.681633408069	peak20
AT4G09970	-3941.187255859375	2164.6529468846315	peak20
AT4G09830	-3456.150634765625	1709.358635361194	peak0
AT4G09760	-2828.548095703125	3965.0906910252565	peak8
AT4G10620	-3140.47021484375	4077.6551441502565	peak4
AT4G10340	-2346.587646484375	3108.2186207127565	peak8
AT4G11080	-3455.611083984375	4482.161980087756	peak8
AT4G11010	-3480.200927734375	3849.6002125096315	peak12
AT4G10925	-3298.078125	1792.671135361194	peak0
AT4G11000	-4162.3984375	3753.5306324315065	peak12
AT4G10770	-2344.351806640625	2941.4420093846315	peak4
AT4G11330	-2557.919189453125	2481.2315601658815	peak0
AT4G11240	-3431.315185546875	1709.8148121190065	peak0
AT4G11370	-3973.765625	4011.9329761815065	peak8
AT4G11260	-3928.499755859375	3243.6263355565065	peak16
AT4G11290	-2084.5380859375	2621.5450367283815	peak8
AT4G11880	-4370.6552734375	2392.8951343846315	peak16
AT4G11840	-3530.7861328125	3733.1610035252565	peak12
AT4G11600	-3746.08642578125	4022.2029957127565	peak8
AT4G11570	-2489.7001953125	2268.5994800877565	peak4
AT4G11560	-3905.31005859375	3793.7169117283815	peak12
AT4G11900	-4015.666015625	2874.9388355565065	peak12
AT4G11890	-3948.534912109375	3433.6070484471315	peak12
AT4G12030	-3027.86572265625	3990.8738941502565	peak4
AT4G12060	-4001.390625	3384.0555347752565	peak16
AT4G12070	-3550.885986328125	4028.2186207127565	peak8
AT4G12130	-4156.78076171875	3037.4725269627565	peak12
AT4G12000	-3077.38427734375	1265.4783863377565	peak0
AT4G11850	-3773.64990234375	3490.2337574315065	peak12
AT4G11830	-3892.2236328125	1722.3480152440065	peak16
AT4G11820	-2839.9404296875	4078.3323902440065	peak4
AT4G11860	-3121.605224609375	1748.9849781346315	peak0
AT4G12400	-2540.21630859375	3863.5699390721315	peak12
AT4G12600	-3199.911865234375	4013.7811207127565	peak8
AT4G12650	-3013.6640625	4069.9993824315065	peak4
AT4G12570	-3329.76611328125	1798.168205673694	peak0
AT4G12420	-3390.176513671875	1700.358635361194	peak0
AT4G12390	-3529.073974609375	1528.4944996190065	peak0
AT4G13010	-2502.4609375	2562.1148609471315	peak4
AT4G13100	-4039.923095703125	2954.2535328221315	peak12
AT4G13090	-2272.435546875	2226.5894703221315	peak4
AT4G13000	-2472.821044921875	3589.9239429783815	peak4
AT4G12910	-4185.35546875	3700.6522144627565	peak8
AT4G12800	-2602.0546875	3697.1739429783815	peak8
AT4G12790	-2861.2763671875	1664.0091480565065	peak0
AT4G12690	-3077.623046875	1811.889885361194	peak0
AT4G12720	-4247.35302734375	2469.8162769627565	peak16
AT4G12830	-3746.7431640625	3329.2645191502565	peak12
AT4G12750	-3730.55712890625	4055.8109058690065	peak8
AT4G13360	-3836.36962890625	3559.4339527440065	peak12
AT4G13340	-3530.51806640625	1561.1912769627565	peak16
AT4G13250	-3874.7783203125	3741.0469898533815	peak12
AT4G13180	-2997.54296875	1849.857170517444	peak0
AT4G13220	-2655.714111328125	1796.641838486194	peak0
AT4G13160	-3320.880126953125	1668.178459579944	peak0
AT4G12980	-2469.29296875	2324.2308277440065	peak4
AT4G13345	-3613.726318359375	3525.7200855565065	peak12
AT4G13430	-3212.747802734375	4038.5120777440065	peak8
AT4G13840	-3268.1572265625	4159.139030869006	peak4
AT4G13810	-3888.035400390625	3485.4256519627565	peak12
AT4G13730	-2611.008544921875	1878.7061695408815	peak0
AT4G13670	-3882.305419921875	3062.8638843846315	peak12
AT4G13510	-3859.869384765625	3321.8023609471315	peak12
AT4G17870	-3404.3486328125	1591.867424423694	peak0
AT4G18030	-2857.4833984375	4457.200066025256	peak4
AT4G17970	-2532.16796875	2267.9927906346315	peak0
AT4G17880	-3172.00390625	1329.675041611194	peak0
AT4G17840	-2788.99267578125	1657.780754501819	peak0
AT4G17830	-3367.062744140625	4071.3694996190065	peak12
AT4G13830	-2216.582763671875	2240.9019703221315	peak4
AT4G13850	-3709.98974609375	3772.6639332127565	peak12
AT4G13640	-4210.744140625	3632.5709156346315	peak8
AT4G18140	-3233.985107421875	1562.930900986194	peak0
AT4G18390	-3090.7041015625	4153.065300400256	peak8
AT4G18350	-2416.222412109375	2343.1551441502565	peak4
AT4G18280	-3156.06640625	4025.3865894627565	peak8
AT4G18340	-3145.580810546875	1711.871330673694	peak0
AT4G18270	-3326.65869140625	4217.840202744006	peak8
AT4G18240	-3994.2568359375	3807.0179371190065	peak8
AT4G18040	-3033.294677734375	3977.0164722752565	peak4
AT4G18160	-3011.570068359375	1514.3763355565065	peak0
AT4G18570	-2820.226806640625	4090.4822925877565	peak4
AT4G18530	-3416.90673828125	4192.865593369006	peak8
AT4G18810	-3813.04150390625	1670.753899033069	peak20
AT4G18800	-3962.043212890625	2760.1146168065065	peak12
AT4G18740	-3186.024658203125	1664.711174423694	peak0
AT4G18700	-3099.239013671875	1798.154533798694	peak0
AT4G18425	-2837.203369140625	3800.5008472752565	peak4
AT4G18710	-3497.029296875	1622.890617783069	peak0
AT4G18970	-2614.905029296875	3395.0423511815065	peak4
AT4G18950	-3521.976806640625	3838.9571461033815	peak12
AT4G18975	-3504.45458984375	3804.8629078221315	peak12
AT4G18930	-3453.301513671875	4074.1658863377565	peak8
AT4G18880	-3767.991943359375	3770.6866382908815	peak12
AT4G19510	-3176.06640625	1457.6094898533815	peak0
AT4G19500	-3513.541748046875	1647.969475204944	peak20
AT4G19390	-3973.587646484375	2829.8594898533815	peak16
AT4G19410	-3636.69140625	1976.6561207127565	peak0
AT4G19350	-3753.973388671875	2007.0010914158815	peak16
AT4G19460	-2713.69921875	1707.862297470569	peak0
AT4G19420	-3073.64990234375	1578.4051441502565	peak0
AT4G19380	-3189.79248046875	1619.4761890721315	peak0
AT4G19130	-3544.40380859375	3625.9256519627565	peak12
AT4G19170	-2434.936767578125	2618.1180347752565	peak4
AT4G19120	-3711.142578125	4126.252312119006	peak8
AT4G19160	-3339.89013671875	794.0059131932253	peak16
AT4G19200	-3608.0830078125	1779.023186142444	peak0
AT4G19140	-3078.6708984375	1718.6395191502565	peak0
AT4G19880	-4047.5048828125	2326.5081714940065	peak16
AT4G19860	-3647.404296875	1667.5211109471315	peak20
AT4G19830	-2695.153564453125	1910.8384937596315	peak0
AT4G19820	-2981.380126953125	1818.863762314319	peak0
AT4G19710	-2599.86279296875	3222.1995777440065	peak4
AT4G19650	-3585.779052734375	4117.619499619006	peak8
AT4G20270	-4110.38134765625	3003.4495777440065	peak16
AT4G20170	-3276.0771484375	1256.2230152440065	peak0
AT4G20010	-3516.7431640625	3868.3697437596315	peak12
AT4G20070	-3134.013916015625	1597.185295517444	peak0
AT4G20020	-3227.434326171875	4018.6273121190065	peak8
AT4G20300	-2917.19482421875	1315.854729111194	peak0
AT4G20780	-3992.12646484375	2294.0135425877565	peak16
AT4G20360	-4027.669677734375	1548.0120777440065	peak16
AT4G20390	-1812.64404296875	3853.4268726658815	peak4
AT4G20430	-3882.240478515625	4004.1981129002565	peak8
AT4G21210	-4018.365478515625	3268.9017261815065	peak16
AT4G21180	-2601.643310546875	3468.5111011815065	peak4
AT4G21150	-3492.44091796875	3507.1324390721315	peak12
AT4G20870	-3325.756591796875	1683.766350204944	peak0
AT4G20890	-4030.27294921875	3516.5916675877565	peak12
AT4G20930	-3433.487548828125	3875.4737476658815	peak12
AT4G20820	-3147.1650390625	1736.0093921971315	peak0
AT4G21450	-3674.159423828125	1915.1903004002565	peak0
AT4G21510	-3276.20361328125	1831.126945908069	peak0
AT4G21560	-3410.2841796875	1948.0677418065065	peak0
AT4G21380	-3375.525390625	4048.7737964940065	peak8
AT4G21410	-3447.638916015625	1959.7774586033815	peak0
AT4G21110	-3428.570068359375	1611.975822861194	peak0
AT4G21280	-3016.579833984375	1027.9315113377565	peak20
AT4G21860	-2514.132080078125	1737.276848251819	peak4
AT4G21850	-4233.2490234375	2112.5540699315065	peak16
AT4G21790	-3288.45849609375	1630.5792164158815	peak0
AT4G21760	-2807.55078125	3735.8272632908815	peak4
AT4G22010	-2589.54833984375	1527.6297535252565	peak4
AT4G22190	-2664.1865234375	1792.857170517444	peak0
AT4G22380	-2840.049560546875	4021.4647144627565	peak4
AT4G22280	-4155.5947265625	3143.7191089940065	peak16
AT4G22250	-3495.757080078125	4069.2210621190065	peak8
AT4G22150	-3707.428955078125	3860.2774586033815	peak12
AT4G21990	-3897.19091796875	1324.702141220569	peak16
AT4G22260	-4085.26220703125	2161.1927418065065	peak16
AT4G22570	-3217.248291015625	1484.096672470569	peak0
AT4G22560	-3104.564453125	1238.546135361194	peak0
AT4G22530	-3605.915771484375	3804.9100269627565	peak12
AT4G22200	-2274.3173828125	2722.3577808690065	peak4
AT4G22920	-2709.753173828125	1705.755363876819	peak0
AT4G22890	-2842.03662109375	1550.190666611194	peak0
