names	x.pos	y.pos	cluster.classification
AT1G20630	-3710.2763671875	4187.041862900256	peak8
AT1G20450	-3235.568603515625	4122.433464462756	peak8
AT1G20430	-4203.4443359375	3167.6878589940065	peak12
AT1G12480	-3158.934326171875	4131.739128525256	peak8
AT1G12360	-3482.552978515625	1580.4141773533815	peak20
AT1G43900	-3817.93359375	1964.7230152440065	peak16
AT1G15670	-3327.674560546875	1710.3467945408815	peak0
AT1G15750	-3577.386962890625	1588.1778492283815	peak0
AT1G15740	-3162.19384765625	1763.593254501819	peak0
AT1G15730	-2203.947998046875	2631.4454273533815	peak8
AT1G15880	-3420.363037109375	1822.748772079944	peak0
AT1G15830	-2434.110107421875	2954.3087086033815	peak4
AT1G15820	-2335.611083984375	3057.6446461033815	peak4
AT1G15790	-3664.52587890625	3620.0384449315065	peak12
AT1G12580	-3266.45458984375	1577.4901050877565	peak0
AT1G19020	-3831.836669921875	1840.498527939319	peak16
AT1G19000	-2908.987060546875	1514.194572861194	peak0
AT1G19110	-2965.52783203125	1648.473137314319	peak0
AT1G19050	-2576.14404296875	2121.2913746190065	peak4
AT1G02370	-3303.5517578125	4127.489616806506	peak8
AT1G02300	-3532.487548828125	4526.419792587756	peak8
AT1G01550	-3183.359130859375	1274.3272632908815	peak0
AT1G01510	-3142.75537109375	1618.603996689319	peak0
AT1G01540	-3469.796630859375	1679.855705673694	peak0
AT1G01500	-3237.571533203125	4152.736198837756	peak8
AT1G01490	-3112.05615234375	1555.593254501819	peak0
AT1G01520	-2908.951171875	1833.896965439319	peak0
AT1G01620	-3016.392333984375	1776.361565048694	peak0
AT1G01560	-3594.4599609375	3470.0174488377565	peak12
AT1G01470	-3710.12841796875	3977.0682300877565	peak8
AT1G13910	-3282.723876953125	4276.051140244006	peak8
AT1G02340	-2986.709228515625	1908.6505054783815	peak0
AT1G02305	-3699.251220703125	2119.7786793065065	peak0
AT1G13450	-3464.776123046875	1708.541984970569	peak0
AT1G17745	-3901.365966796875	3358.7134937596315	peak12
AT1G06390	-3386.472412109375	1620.4271168065065	peak0
AT1G06400	-3452.92724609375	1645.159172470569	peak0
AT1G06410	-2728.4208984375	1651.5782398533815	peak0
AT1G13470	-3574.494873046875	3719.3038257908815	peak12
AT3G16350	-2922.754638671875	3627.1082691502565	peak4
AT3G16310	-3511.546630859375	1694.396233017444	peak0
AT3G16320	-3329.841064453125	4639.848991806506	peak8
AT3G16370	-2912.66748046875	1705.456047470569	peak0
AT1G69160	-2873.587646484375	1736.745354111194	peak0
AT1G13280	-3655.339599609375	3870.9337086033815	peak12
AT1G13260	-2323.484130859375	2046.2818531346315	peak0
AT1G13270	-4051.423828125	3258.9861988377565	peak12
AT1G13440	-2424.446044921875	1632.509270126819	peak4
AT3G05220	-4065.55078125	3587.8912281346315	peak8
AT3G05170	-4302.26708984375	2182.8734058690065	peak16
AT3G03770	-4744.38525390625	2209.0716480565065	peak12
AT3G03890	-4883.98876953125	2784.4461597752565	peak16
AT3G03830	-2391.796630859375	1984.9302906346315	peak0
AT3G03840	-2582.12841796875	1749.096184189319	peak0
AT3G16360	-3264.80712890625	3796.5594410252565	peak12
AT3G05090	-2837.319091796875	1748.5482105565065	peak0
AT3G05200	-3536.777099609375	1816.667717392444	peak0
AT3G05230	-3862.776611328125	3274.3299488377565	peak12
AT3G05290	-3913.844482421875	2258.6756519627565	peak16
AT3G05210	-3359.91845703125	1074.6732105565065	peak20
AT3G05130	-3316.422607421875	4256.951530869006	peak8
AT3G05120	-4085.04833984375	3403.2283863377565	peak16
AT3G11580	-3594.463134765625	3773.1736988377565	peak12
AT3G11520	-3762.320556640625	3912.8909839940065	peak12
AT3G11500	-4129.365234375	2024.6895679783815	peak16
AT3G11490	-2979.637939453125	1589.054924423694	peak0
AT3G11460	-3881.227294921875	3484.8541187596315	peak12
AT3G11450	-3379.526123046875	1553.3895191502565	peak20
AT3G01140	-3603.408447265625	3284.6719898533815	peak12
AT3G01160	-3122.6005859375	4185.581413681506	peak8
AT3G01180	-2546.667236328125	2021.4620289158815	peak4
AT3G01060	-2574.876953125	2553.3602222752565	peak4
AT3G01290	-3874.724609375	2011.4627613377565	peak16
AT3G11540	-3566.27001953125	1830.961174423694	peak20
AT3G07670	-3907.121826171875	3671.5374683690065	peak12
AT3G07760	-3758.578369140625	1685.726311142444	peak0
AT3G07680	-4319.39501953125	3085.8106617283815	peak12
AT3G07630	-3512.867919921875	4107.466667587756	peak8
AT3G07640	-4129.61962890625	3353.2261890721315	peak8
AT3G07580	-4025.174560546875	2536.2349781346315	peak16
AT3G07790	-3547.293701171875	1710.1649097752565	peak20
AT3G07770	-3156.2001953125	3966.6986011815065	peak4
AT3G07650	-4053.45361328125	2789.0235523533815	peak20
AT3G07565	-3214.02978515625	1532.583244736194	peak0
AT3G11510	-3477.985595703125	3609.0101246190065	peak12
AT3G11410	-3012.666259765625	3780.6751636815065	peak12
AT3G07750	-3303.2294921875	3903.3514332127565	peak12
AT3G07800	-3433.069580078125	3888.1644214940065	peak12
AT3G03560	-3358.96875	3710.9461597752565	peak12
AT3G03580	-3341.052001953125	4131.865593369006	peak8
AT3G09000	-3229.9375	4221.351921494006	peak8
AT3G09010	-3328.4033203125	3407.0845875096315	peak12
AT3G03670	-2585.630615234375	3244.2674488377565	peak4
AT3G01540	-3285.8330078125	1711.918449814319	peak0
AT3G01480	-3407.230712890625	1300.400627548694	peak20
AT3G01510	-3256.217041015625	3991.5106129002565	peak12
AT3G01520	-3573.216064453125	1822.561760361194	peak0
AT3G01690	-3489.749267578125	1614.089348251819	peak20
AT3G01560	-3229.53857421875	1771.971184189319	peak0
AT3G03640	-3656.37353515625	3917.2801441502565	peak8
AT3G03590	-3684.23388671875	2247.3841480565065	peak20
AT3G01770	-3499.131103515625	1728.077873642444	peak0
AT3G01490	-2848.451171875	1955.8184742283815	peak0
AT3G01640	-4057.538330078125	3238.2454761815065	peak12
AT3G01500	-3977.305419921875	1503.588615829944	peak16
AT3G10250	-2799.7373046875	1959.9881519627565	peak0
AT3G10320	-2556.41552734375	2828.6024097752565	peak4
AT3G10340	-3301.42919921875	1655.2227711033815	peak0
AT3G10370	-3394.978515625	3964.7161793065065	peak8
AT3G10230	-2916.31005859375	1546.9388355565065	peak0
AT3G10300	-3646.489013671875	3986.6404957127565	peak8
AT3G05470	-3241.0029296875	4275.178581650256	peak8
AT3G02250	-3095.609375	4114.664909775256	peak8
AT3G02180	-3791.95458984375	3733.7613453221315	peak12
AT3G02150	-2991.291748046875	1428.762688095569	peak0
AT3G01310	-3642.03564453125	4185.598991806506	peak8
AT3G01350	-3712.07275390625	1371.660393173694	peak0
AT3G05530	-3761.67529296875	1684.619865829944	peak16
AT3G05510	-3911.8740234375	4165.013054306506	peak12
AT3G05520	-3922.682373046875	3851.4210132908815	peak8
AT3G05490	-3559.890869140625	1387.4732593846315	peak0
AT3G02170	-3131.758544921875	1508.017815048694	peak0
AT3G11690	-2413.3486328125	2580.0425953221315	peak4
AT3G04860	-3713.44140625	1828.618400986194	peak0
AT3G05000	-3925.900634765625	2833.3438648533815	peak12
AT3G05030	-3105.2001953125	3975.8812183690065	peak12
AT3G04910	-4195.4921875	3346.3590015721315	peak16
AT3G02140	-3204.973876953125	1791.658440048694	peak0
AT3G11700	-3353.189697265625	1616.731926376819	peak0
AT3G11670	-2496.382568359375	2661.4207691502565	peak4
AT3G11710	-3077.65869140625	4098.101921494006	peak4
AT3G07550	-3940.465576171875	1201.4908375096315	peak16
AT3G07520	-4506.9130859375	3439.9542164158815	peak16
AT3G07300	-2550.247314453125	4398.187370712756	peak12
AT3G03360	-3601.776123046875	1551.6707691502565	peak0
AT3G03370	-3478.6064453125	1148.6121754002565	peak20
AT3G03380	-3508.439208984375	1835.645012314319	peak0
AT3G09250	-3818.220458984375	3799.3426441502565	peak12
AT3G09210	-3538.913330078125	4317.620964462756	peak8
AT3G09350	-3362.95166015625	3809.4803394627565	peak12
AT3G09300	-4354.537109375	2880.3048023533815	peak16
AT3G07540	-2543.733154296875	1535.8704761815065	peak4
AT3G07470	-4093.5576171875	2337.2913746190065	peak16
AT3G07390	-3264.698486328125	3989.5784839940065	peak12
AT3G07310	-2650.387451171875	1900.9769214940065	peak0
AT3G07350	-3115.777587890625	1770.836906845569	peak0
AT3G07320	-3642.843017578125	3937.5814136815065	peak8
AT3G07360	-2565.184814453125	2205.9935230565065	peak4
AT3G07340	-3193.605712890625	1698.505119736194	peak0
AT3G09390	-3905.08251953125	3549.1038746190065	peak12
AT3G02010	-3686.95166015625	3601.7010425877565	peak12
AT3G01960	-3518.2421875	4105.806511337756	peak8
AT3G01820	-3594.16552734375	1228.3272632908815	peak0
AT3G01810	-2522.208251953125	3505.2278980565065	peak4
AT3G08940	-2443.2568359375	2606.3096851658815	peak4
AT3G08920	-2449.373291015625	3475.5941089940065	peak8
AT3G08950	-3603.24267578125	3672.6165699315065	peak12
AT3G09440	-3200.43017578125	3828.7952808690065	peak12
AT3G09320	-3422.96533203125	1825.366447861194	peak0
AT3G10410	-4051.977294921875	3360.2117847752565	peak12
AT3G10690	-3576.087890625	3781.5047535252565	peak12
AT3G10530	-3192.6279296875	4092.6649097752565	peak8
AT3G01430	-3533.197265625	1673.587883408069	peak0
AT3G09940	-4159.1513671875	2512.1763843846315	peak16
AT3G10020	-4041.90283203125	4099.626335556506	peak8
AT3G10080	-2946.30126953125	3781.9410328221315	peak4
AT3G10120	-4177.33203125	1520.8802418065065	peak16
AT3G10010	-4110.28173828125	2169.9837574315065	peak20
AT3G10420	-2509.96435546875	2064.2379078221315	peak4
AT3G10500	-3995.011474609375	3103.9012379002565	peak16
AT3G10520	-4455.89599609375	3640.3399586033815	peak16
AT3G10525	-3970.052001953125	1626.0977711033815	peak0
AT3G06450	-3975.255615234375	3717.5355152440065	peak8
AT3G06470	-2593.779052734375	2258.9356617283815	peak4
AT3G06350	-3392.1015625	1289.034904892444	peak20
AT3G06380	-3577.3486328125	1734.6348804783815	peak0
AT3G06410	-3910.9453125	1605.7845386815065	peak20
AT3G06483	-4250.52880859375	3629.5906910252565	peak8
AT3G05640	-3070.172119140625	4137.468132431506	peak8
AT3G05740	-3402.412353515625	3957.2864918065065	peak12
AT3G05600	-3433.669921875	1234.845695908069	peak20
AT3G05650	-3481.64111328125	4046.3538746190065	peak8
AT3G05660	-3693.36279296875	4132.323601181506	peak8
AT3G05690	-3346.791748046875	3973.6224293065065	peak12
AT3G05630	-3009.098876953125	4144.812370712756	peak4
AT3G10030	-3383.09814453125	1779.903801376819	peak0
AT3G06330	-2639.01123046875	1899.3770679783815	peak4
AT3G06420	-4035.18603515625	2020.2396168065065	peak16
AT3G03270	-3499.392578125	3933.2811207127565	peak12
AT3G03170	-3432.05908203125	3928.7571949315065	peak12
AT3G03060	-3290.56201171875	4011.8055347752565	peak12
AT3G03130	-2918.138671875	4066.9637379002565	peak8
AT3G02060	-3663.3076171875	3695.7271656346315	peak12
AT3G02120	-3863.23046875	3868.5577320408815	peak12
AT3G02040	-3453.265625	3509.6612476658815	peak12
AT3G02070	-3868.201904296875	1952.0794605565065	peak16
AT3G06300	-3792.445556640625	3410.2723316502565	peak12
AT3G03250	-3163.848388671875	3909.8035816502565	peak12
AT3G04740	-3172.717529296875	1652.981193954944	peak0
AT3G07270	-3587.15185546875	1640.942131454944	peak0
AT3G07080	-3616.62744140625	4289.445183212756	peak8
AT3G07090	-3049.59716796875	3816.8961109471315	peak4
AT3G07190	-3926.230224609375	1987.4476246190065	peak20
AT3G03960	-3017.697021484375	3954.7039722752565	peak4
AT3G04000	-3027.982666015625	1536.276848251819	peak0
AT3G03980	-4029.09716796875	2823.4822925877565	peak12
AT3G04060	-3520.317626953125	4249.488640244006	peak8
AT3G03990	-3980.30419921875	1810.958488876819	peak0
AT3G04030	-3285.776123046875	3957.0926441502565	peak12
AT3G04010	-3895.65966796875	4064.2313160252565	peak8
AT3G04670	-3570.10302734375	1609.434074814319	peak20
AT3G04560	-3464.088134765625	1644.808586533069	peak0
AT3G04550	-3627.322509765625	3942.5999683690065	peak8
AT3G04730	-3171.680908203125	1671.5714039158815	peak0
AT3G04710	-3361.444580078125	3850.7408375096315	peak12
AT3G11840	-4135.107421875	3106.7982105565065	peak12
AT3G11820	-3874.63525390625	3189.0416187596315	peak12
AT3G11770	-3548.22021484375	1711.5469898533815	peak0
AT3G11760	-3104.4560546875	1708.7947925877565	peak0
AT3G11850	-3436.034423828125	4454.270378525256	peak8
AT3G10740	-3052.295654296875	1761.483147079944	peak0
AT3G10730	-3621.367919921875	3878.0474781346315	peak12
AT3G10760	-2980.925537109375	1498.538322861194	peak0
AT3G05910	-2626.268310546875	1678.907219345569	peak4
AT3G05760	-3600.316650390625	1752.322746689319	peak0
AT3G05800	-4075.0830078125	3970.8260425877565	peak8
AT3G05900	-2878.011962890625	1599.488029892444	peak0
AT3G05880	-4108.1484375	3582.3846363377565	peak8
AT3G05820	-2511.859130859375	2404.9183277440065	peak0
AT3G11900	-2588.43994140625	2431.3875660252565	peak4
AT3G11800	-3725.993896484375	2208.0965504002565	peak0
AT3G11930	-3290.9833984375	1590.7645191502565	peak0
AT3G09600	-3097.1591796875	1584.755608017444	peak0
AT3G09740	-3852.978515625	1797.460686142444	peak16
AT3G09770	-3275.682373046875	1882.7967457127565	peak0
AT3G09580	-3170.30517578125	1894.6317066502565	peak0
AT3G09780	-3339.283935546875	2040.3570484471315	peak0
AT3G09690	-3826.56494140625	1793.407707626819	peak20
AT3G08660	-3114.746337890625	1611.6990894627565	peak0
AT3G08650	-3628.992919921875	1866.473137314319	peak0
AT3G07940	-3207.612060546875	4379.879265244006	peak8
AT3G08760	-4009.41796875	4005.9119800877565	peak8
AT3G08720	-3979.760498046875	2950.7374195408815	peak12
AT3G08580	-4066.30859375	2862.3987964940065	peak16
AT3G08730	-2505.118896484375	2108.7327808690065	peak0
AT3G08600	-2863.119873046875	1430.121086533069	peak0
AT3G08550	-3571.799072265625	3953.0106129002565	peak12
AT3G02900	-3953.090576171875	2266.3934254002565	peak20
AT3G09890	-3135.0693359375	3815.4422535252565	peak12
AT3G09830	-3737.9384765625	3531.1883472752565	peak12
AT3G09840	-3632.11572265625	3474.9915699315065	peak12
AT3G07870	-3522.258056640625	1768.597404892444	peak0
AT3G07810	-3902.666015625	3886.0218433690065	peak8
AT3G04460	-4503.458984375	2912.0867847752565	peak12
AT3G02720	-2798.3671875	3879.0606617283815	peak4
AT3G02830	-3916.8017578125	1507.2054371190065	peak20
AT3G02880	-3404.22314453125	1546.246818954944	peak0
AT3G02770	-3960.871826171875	2454.8609546971315	peak16
AT3G02870	-2605.084228515625	3384.1898121190065	peak4
AT3G02920	-3288.281982421875	4184.945671494006	peak8
AT3G02910	-3960.1806640625	3142.7169117283815	peak12
AT3G02990	-4219.220703125	2577.6016773533815	peak20
AT3G04480	-2902.945556640625	3551.8362964940065	peak12
AT3G04290	-3237.14892578125	4058.6634449315065	peak8
AT3G04120	-2673.552001953125	3515.9727711033815	peak4
AT3G04230	-3640.32861328125	3570.8436207127565	peak12
AT3G04420	-2259.3818359375	1512.379631454944	peak4
AT3G04400	-3874.491455078125	3535.9761890721315	peak12
AT3G04470	-3294.44677734375	1800.267570908069	peak0
AT3G04110	-2783.048828125	3920.3704761815065	peak8
AT3G05970	-4017.791748046875	3188.7691578221315	peak12
AT3G05980	-4161.51171875	3736.9290699315065	peak8
AT3G06010	-2225.639404296875	2169.4771656346315	peak4
AT3G06860	-3606.538330078125	3765.5587086033815	peak12
AT3G06980	-3208.677001953125	4148.061882431506	peak8
AT3G06960	-3543.73876953125	1753.5201343846315	peak0
AT3G07010	-3680.468994140625	1992.7325367283815	peak20
AT3G06930	-3294.33154296875	3759.4815601658815	peak12
AT3G06910	-3420.970703125	1458.8665699315065	peak0
AT3G06950	-2936.05126953125	4505.841179306506	peak8
AT3G04210	-4031.32373046875	3013.4359058690065	peak12
AT3G06750	-3171.97802734375	1588.6519703221315	peak0
AT3G06730	-3344.00146484375	4090.9471363377565	peak8
AT3G06720	-3884.05126953125	1643.728264267444	peak16
AT3G06740	-3114.068359375	3958.4036793065065	peak4
AT3G06770	-3213.6552734375	937.730217392444	peak16
AT3G06760	-3221.267578125	1492.339104111194	peak0
AT3G06570	-3368.414794921875	1563.240227158069	peak0
AT3G06510	-4118.087890625	1689.378899033069	peak20
AT3G06590	-3948.625732421875	2338.4735035252565	peak16
AT3G06500	-3333.643310546875	4315.723503525256	peak8
AT3G06530	-3081.87548828125	4105.662956650256	peak4
AT3G06780	-3076.206787109375	1712.4749683690065	peak0
AT3G02540	-2799.275390625	2050.5631031346315	peak0
AT3G02480	-3350.99072265625	4127.010124619006	peak8
AT3G02460	-3186.404052734375	1966.2322925877565	peak0
AT3G02690	-3584.201171875	1706.225578720569	peak0
AT3G02390	-4594.4091796875	2754.3333668065065	peak16
AT3G02700	-3606.327392578125	1771.147697861194	peak0
AT3G02630	-3415.5224609375	4112.627312119006	peak8
AT3G02570	-3876.867919921875	3549.6444019627565	peak12
AT3G02650	-3352.9873046875	4021.4041675877565	peak8
AT3G06080	-3195.534912109375	1619.722649033069	peak0
AT3G06030	-3522.6962890625	4106.538444931506	peak8
AT3G06070	-3191.50927734375	1630.430656845569	peak0
AT3G06060	-3317.69189453125	1592.6375660252565	peak0
AT3G17410	-3729.48193359375	1820.167717392444	peak0
AT3G17340	-3454.141845703125	4052.6321949315065	peak8
AT3G17330	-2274.85400390625	2388.2779468846315	peak4
AT3G22420	-3179.84765625	1553.5870289158815	peak0
AT3G22440	-3555.524169921875	1675.085442001819	peak0
AT3G22300	-3370.998046875	3818.7772144627565	peak12
AT3G22370	-3070.8525390625	4088.0989918065065	peak8
AT3G22290	-3482.239501953125	1758.4964527440065	peak0
AT3G22450	-4021.41796875	2473.9986500096315	peak16
AT3G22380	-4217.42822265625	2892.7012867283815	peak16
AT3G16740	-4206.80908203125	3656.3443531346315	peak8
AT3G16570	-3651.943359375	1628.583244736194	peak0
AT3G16620	-3715.023681640625	1776.199455673694	peak0
AT3G16690	-2510.507080078125	3631.5355152440065	peak8
AT3G16670	-2862.974609375	1809.167961533069	peak0
AT3G17640	-3258.5791015625	3856.5445484471315	peak12
AT3G15450	-3183.001708984375	1940.3187183690065	peak0
AT3G15540	-2177.97607421875	2378.6192554783815	peak4
AT3G15357	-3460.749755859375	3660.1004566502565	peak12
AT3G15460	-3229.2919921875	3994.6487964940065	peak8
AT3G15390	-3985.3388671875	3108.6639332127565	peak12
AT3G15510	-2842.392578125	1638.418205673694	peak0
AT3G17680	-3553.269287109375	4211.817741806506	peak8
AT3G14360	-3834.421875	3884.2769703221315	peak12
AT3G14290	-3828.615478515625	2057.7996754002565	peak16
AT3G14410	-3863.79638671875	1991.0113453221315	peak20
AT3G14395	-2550.19384765625	3405.0521168065065	peak4
AT3G14310	-4145.04443359375	3037.7430347752565	peak16
AT3G14230	-3554.044189453125	1834.526604111194	peak0
AT3G14270	-3281.2177734375	4291.537468369006	peak8
AT3G17700	-3632.602294921875	3732.5779957127565	peak12
AT3G17510	-3111.759521484375	1560.192131454944	peak0
AT3G17609	-3250.40283203125	1462.910149033069	peak0
AT3G16150	-2490.2412109375	1772.238274033069	peak4
AT3G16050	-3498.697509765625	3365.01025390625	peak12
AT3G16180	-4441.9775390625	2716.9388355565065	peak16
AT3G16110	-3687.939453125	3666.9422535252565	peak12
AT3G22760	-4041.18017578125	3802.6292652440065	peak16
AT3G22840	-2337.375732421875	2886.2374195408815	peak4
AT3G15970	-4374.6259765625	3677.0792164158815	peak20
AT3G26810	-3533.161865234375	1652.8582691502565	peak0
AT3G23410	-2532.829833984375	3780.8651050877565	peak4
AT3G23390	-3337.385986328125	3997.9803394627565	peak8
AT3G23400	-3068.56640625	3960.1893238377565	peak4
AT3G23330	-3753.56396484375	4049.8997730565065	peak8
AT3G26750	-3174.896728515625	4236.486687119006	peak8
AT3G26900	-3552.02099609375	1768.648430283069	peak0
AT3G15760	-3236.995849609375	1770.385734970569	peak0
AT3G15660	-3184.4775390625	4055.8445972752565	peak8
AT3G15770	-3209.58837890625	1643.9403004002565	peak0
AT3G26890	-3595.180908203125	1696.760734970569	peak20
AT3G26782	-4166.544921875	3254.5711597752565	peak12
AT3G15720	-3960.825927734375	4067.3167652440065	peak8
AT3G15810	-2158.5263671875	2603.7454761815065	peak4
