p.value	enrichment	genes
94	NA	NA	AT2G48020
95	NA	NA	AT3G01560
96	NA	NA	AT3G02540
97	NA	NA	AT3G03990
98	NA	NA	AT3G06080
99	NA	NA	AT3G07350
100	NA	NA	AT3G11700
101	NA	NA	AT3G11760
102	NA	NA	AT3G12120
103	NA	NA	AT3G13040
104	NA	NA	AT3G14770
105	NA	NA	AT3G14990
106	NA	NA	AT3G15770
107	NA	NA	AT3G16830
108	NA	NA	AT3G16850
109	NA	NA	AT3G17510
110	NA	NA	AT3G17860
111	NA	NA	AT3G22440
112	NA	NA	AT3G23920
113	NA	NA	AT3G24550
114	NA	NA	AT3G26520
115	NA	NA	AT3G26810
116	NA	NA	AT3G46600
117	NA	NA	AT3G47340
118	NA	NA	AT3G47620
119	NA	NA	AT3G48100
120	NA	NA	AT3G49790
121	NA	NA	AT3G49940
122	NA	NA	AT3G50740
123	NA	NA	AT3G51950
124	NA	NA	AT3G55430
125	NA	NA	AT3G55980
126	NA	NA	AT3G56200
127	NA	NA	AT3G57040
128	NA	NA	AT3G57530
129	NA	NA	AT3G58620
130	NA	NA	AT3G61060
131	NA	NA	AT3G61580
132	NA	NA	AT3G61630
133	NA	NA	AT3G62720
134	NA	NA	AT3G63010
135	NA	NA	AT4G00710
136	NA	NA	AT4G01840
137	NA	NA	AT4G08950
138	NA	NA	AT4G11330
139	NA	NA	AT4G16780
140	NA	NA	AT4G18710
141	NA	NA	AT4G19200
142	NA	NA	AT4G25620
143	NA	NA	AT4G27657
144	NA	NA	AT4G27940
145	NA	NA	AT4G28260
146	NA	NA	AT4G30210
147	NA	NA	AT4G30270
148	NA	NA	AT4G32030
149	NA	NA	AT4G32300
150	NA	NA	AT4G33666
151	NA	NA	AT4G34000
152	NA	NA	AT4G34150
153	NA	NA	AT4G35470
154	NA	NA	AT4G35770
155	NA	NA	AT4G37610
156	NA	NA	AT4G38470
157	NA	NA	AT4G39400
158	NA	NA	AT4G39640
159	NA	NA	AT5G01810
160	NA	NA	AT5G05140
161	NA	NA	AT5G05440
162	NA	NA	AT5G06980
163	NA	NA	AT5G10450
164	NA	NA	AT5G11090
165	NA	NA	AT5G11650
166	NA	NA	AT5G13100
167	NA	NA	AT5G13760
168	NA	NA	AT5G14740
169	NA	NA	AT5G18630
170	NA	NA	AT5G18650
171	NA	NA	AT5G19200
172	NA	NA	AT5G20110
173	NA	NA	AT5G20250
174	NA	NA	AT5G22940
175	NA	NA	AT5G23340
176	NA	NA	AT5G25280
177	NA	NA	AT5G25460
178	NA	NA	AT5G27350
179	NA	NA	AT5G41080
180	NA	NA	AT5G49100
181	NA	NA	AT5G49360
182	NA	NA	AT5G49480
183	NA	NA	AT5G49710
184	NA	NA	AT5G51460
185	NA	NA	AT5G54310
186	NA	NA	AT5G56980
187	NA	NA	AT5G58650
188	NA	NA	AT5G59730
189	NA	NA	AT5G60680
190	NA	NA	AT5G61670
191	NA	NA	AT5G64410
192	NA	NA	AT5G65380
193	NA	NA	AT5G66590
