p.value	enrichment	genes
311	NA	NA	AT5G18630
312	NA	NA	AT5G18650
313	NA	NA	AT5G18670
314	NA	NA	AT5G19120
315	NA	NA	AT5G19200
316	NA	NA	AT5G20110
317	NA	NA	AT5G22940
318	NA	NA	AT5G23730
319	NA	NA	AT5G24870
320	NA	NA	AT5G24930
321	NA	NA	AT5G25190
322	NA	NA	AT5G25280
323	NA	NA	AT5G25460
324	NA	NA	AT5G28840
325	NA	NA	AT5G39660
326	NA	NA	AT5G40250
327	NA	NA	AT5G40890
328	NA	NA	AT5G41080
329	NA	NA	AT5G44670
330	NA	NA	AT5G46410
331	NA	NA	AT5G47180
332	NA	NA	AT5G47560
333	NA	NA	AT5G49100
334	NA	NA	AT5G49170
335	NA	NA	AT5G49360
336	NA	NA	AT5G49710
337	NA	NA	AT5G49720
338	NA	NA	AT5G51460
339	NA	NA	AT5G51550
340	NA	NA	AT5G51910
341	NA	NA	AT5G52070
342	NA	NA	AT5G52250
343	NA	NA	AT5G52570
344	NA	NA	AT5G54300
345	NA	NA	AT5G54510
346	NA	NA	AT5G56980
347	NA	NA	AT5G57100
348	NA	NA	AT5G57560
349	NA	NA	AT5G57660
350	NA	NA	AT5G58430
351	NA	NA	AT5G58650
352	NA	NA	AT5G59400
353	NA	NA	AT5G59480
354	NA	NA	AT5G59730
355	NA	NA	AT5G59960
356	NA	NA	AT5G60680
357	NA	NA	AT5G60850
358	NA	NA	AT5G62570
359	NA	NA	AT5G64840
360	NA	NA	AT5G64850
361	NA	NA	AT5G65430
362	NA	NA	AT5G66590
363	NA	NA	AT5G66730
364	NA	NA	AT5G67370
365	NA	NA	AT5G67420
