p.value	enrichment	genes
66	NA	NA	AT2G24790
67	NA	NA	AT2G26710
68	NA	NA	AT2G27490
69	NA	NA	AT2G27500
70	NA	NA	AT2G30040
71	NA	NA	AT2G30490
72	NA	NA	AT2G36950
73	NA	NA	AT2G40000
74	NA	NA	AT2G40810
75	NA	NA	AT2G40970
76	NA	NA	AT2G41310
77	NA	NA	AT2G42870
78	NA	NA	AT2G44500
79	NA	NA	AT2G44920
80	NA	NA	AT2G45880
81	NA	NA	AT2G46330
82	NA	NA	AT2G46735
83	NA	NA	AT2G46780
84	NA	NA	AT2G46800
85	NA	NA	AT2G46830
86	NA	NA	AT2G47160
87	NA	NA	AT2G47440
88	NA	NA	AT2G47940
89	NA	NA	AT2G48020
90	NA	NA	AT3G01560
91	NA	NA	AT3G01820
92	NA	NA	AT3G02140
93	NA	NA	AT3G07350
94	NA	NA	AT3G11700
95	NA	NA	AT3G11760
96	NA	NA	AT3G12920
97	NA	NA	AT3G16830
98	NA	NA	AT3G16850
99	NA	NA	AT3G17860
100	NA	NA	AT3G19030
101	NA	NA	AT3G22440
102	NA	NA	AT3G23030
103	NA	NA	AT3G23920
104	NA	NA	AT3G26520
105	NA	NA	AT3G26810
106	NA	NA	AT3G29370
107	NA	NA	AT3G44610
108	NA	NA	AT3G47620
109	NA	NA	AT3G49810
110	NA	NA	AT3G49940
111	NA	NA	AT3G50060
112	NA	NA	AT3G51950
113	NA	NA	AT3G52060
114	NA	NA	AT3G52450
115	NA	NA	AT3G53420
116	NA	NA	AT3G55430
117	NA	NA	AT3G55980
118	NA	NA	AT3G57040
119	NA	NA	AT3G57530
120	NA	NA	AT3G58120
121	NA	NA	AT3G58620
122	NA	NA	AT3G61580
123	NA	NA	AT3G62720
124	NA	NA	AT3G62980
125	NA	NA	AT3G63010
126	NA	NA	AT4G00720
127	NA	NA	AT4G00730
128	NA	NA	AT4G01250
129	NA	NA	AT4G08950
130	NA	NA	AT4G18710
131	NA	NA	AT4G25470
132	NA	NA	AT4G25620
133	NA	NA	AT4G27657
134	NA	NA	AT4G27940
135	NA	NA	AT4G28240
136	NA	NA	AT4G28290
137	NA	NA	AT4G30270
138	NA	NA	AT4G31080
139	NA	NA	AT4G32030
140	NA	NA	AT4G32300
141	NA	NA	AT4G34000
142	NA	NA	AT4G34150
143	NA	NA	AT4G35090
144	NA	NA	AT4G35780
145	NA	NA	AT4G37460
146	NA	NA	AT4G38470
147	NA	NA	AT4G38840
148	NA	NA	AT4G39100
149	NA	NA	AT5G03140
150	NA	NA	AT5G04760
151	NA	NA	AT5G05140
152	NA	NA	AT5G05440
153	NA	NA	AT5G06980
154	NA	NA	AT5G09760
155	NA	NA	AT5G10450
156	NA	NA	AT5G11090
157	NA	NA	AT5G13100
158	NA	NA	AT5G13760
159	NA	NA	AT5G13770
160	NA	NA	AT5G14740
161	NA	NA	AT5G16830
162	NA	NA	AT5G17230
163	NA	NA	AT5G18630
164	NA	NA	AT5G18650
165	NA	NA	AT5G19120
166	NA	NA	AT5G19200
167	NA	NA	AT5G20110
168	NA	NA	AT5G22940
169	NA	NA	AT5G23460
170	NA	NA	AT5G24870
171	NA	NA	AT5G24930
172	NA	NA	AT5G25280
173	NA	NA	AT5G25460
174	NA	NA	AT5G40250
175	NA	NA	AT5G40890
176	NA	NA	AT5G41080
177	NA	NA	AT5G47180
178	NA	NA	AT5G49100
179	NA	NA	AT5G49360
180	NA	NA	AT5G49710
181	NA	NA	AT5G51460
182	NA	NA	AT5G52570
183	NA	NA	AT5G54300
184	NA	NA	AT5G56980
185	NA	NA	AT5G57560
186	NA	NA	AT5G58430
187	NA	NA	AT5G58650
188	NA	NA	AT5G59730
189	NA	NA	AT5G60680
190	NA	NA	AT5G64840
191	NA	NA	AT5G65430
192	NA	NA	AT5G66590
193	NA	NA	AT5G67370
194	NA	NA	AT5G67420
